,Formulas
1298,La1 Hg1 Au2
1299,La2 Al20 Ru4
1300,La8 Si8 P24
1301,La8 Si8 P24
1302,La4 Sn8 Rh4
1303,La2 Sn4 Rh2
1304,La1 Fe2 Si2
1305,Ca1 La3 Si8
1306,La2 Mg12 V2
1307,La2 Mg12 V2
1308,La6 Co4 S14
1309,La1 Ce1 Be26
1310,La6 Ga2 O12
1311,La1 B1 Rh3
1312,La2 Ni4 As4
1313,La1 Ni2 As2
1314,La2 Mo2 N6
1315,La4 Mo4 N12
1316,La2 Mo2 N6
1317,La1 Mo1 N3
1318,La2 Mo2 N6
1319,La1 Bi3 O8
1320,La4 Cr4 Se12
1321,La12 P4 Br12
1322,La6 Re2 O16
1323,La6 Re2 O16
1324,La10 B2 Pb6
1325,La1 Mg6 Ga1
1326,La1 Mg6 Ga1
1327,La2 Be1 Ge1
1328,La2 Co8 B8
1329,La4 Bi2 N2
1330,La2 Cu1 Sn4
1331,La1 Nd1 Co10
1332,La8 B8 Br10
1333,La2 Co2 Sb4
1334,La6 Ge6 Cl4
1335,La4 Al8 O18
1336,La1 Ni1 Ge3
1337,Ba2 La2 I8
1338,La1 Cu1 Ge1
1339,La3 Ga1 Br3
1340,La2 Ni4 Sn4
1341,La1 Ni2 Sn2
1342,La1 Pa1 O4
1343,La1 Yb1 Rh2
1344,La2 Si2 I2
1345,La20 Al10 Br8
1346,La20 B20 C20
1347,La12 C4 Br20
1348,La2 Fe2 Si2
1349,La1 Si2 Au2
1350,La2 As4 Ir4
1351,La10 Fe2 Ge6
1352,K1 La1 Mg14
1353,K1 La1 Mg14
1354,La2 Hg1 Ru1
1355,La1 Al3 Cu1
1356,La2 Ag1 As3
1357,La14 Mn16 O48
1358,La7 Mn8 O24
1359,Ba1 La1 B12
1360,La1 Mg14 Zn1
1361,La1 Mg14 Zn1
1362,La1 Ge3 Rh1
1363,La12 Fe11 S30
1364,La2 Yb2 Se6
1365,La1 Co1 Si3
1366,La4 Ti6 O18
1367,La4 Ti6 O18
1368,La4 Ti6 O18
1369,La4 Ti6 O18
1370,La4 Ti6 O18
1371,La8 Ti12 O36
1372,La2 Ti3 O9
1373,La4 Ti6 O18
1374,La4 Ti6 O18
1375,La4 Cd2 Se8
1376,La8 Zn8 O20
1377,La4 Mo4 O18
1378,La9 Mn10 O30
1379,La18 Mn20 O60
1380,La9 Mn10 O30
1381,La14 Br6 O36
1382,La4 Rh4 O12
1383,La16 Mn15 O48
1384,La16 Mn15 O48
1385,La16 Mn15 O48
1386,La2 Ga2 Si2
1387,La2 Ni1 Ir1
1388,La4 Cu3 Sb8
1389,La2 Ag1 Ru1
1390,La16 Nb14 S44
1391,Ca1 La1 O3
1392,La6 Si12 N22
1393,La4 Dy11 S22
1394,La8 Bi4 Pb2
1395,La2 Cu2 I1
1396,La4 Cu4 I2
1397,La2 Mn1 Sb4
1398,La2 Tm6 S12
1399,La1 Be1 O3
1400,La1 Er1 Tl2
1401,La3 Al9 Br36
1402,La8 Si8 O28
1403,La8 Si8 O28
1404,La8 Si8 O28
1405,La24 Si24 O84
1406,La16 Si16 O56
1407,La4 Fe4 O12
1408,La4 Fe4 O12
1409,La4 Fe4 O12
1410,La2 Fe2 O6
1411,La1 Fe1 O3
1412,La7 Mn8 O23
1413,La4 Cu4 S8
1414,La1 Mg6 Si1
1415,La2 Mg12 Si2
1416,La20 Cu9 O40
1417,La1 Ce1 C4
1418,La1 Al3 Au1
1419,La1 Cd2 In1
1420,Na1 La1 Mg14
1421,Na1 La1 Mg14
1422,La8 Sn2 Sb4
1423,La1 Zn1 Hg2
1424,La4 B4 I5
1425,La1 Hg2 Pb1
1426,La8 Hf4 S20
1427,La12 Fe20 O48
1428,La16 Mg4 Ru4
1429,La1 Ge3 Os1
1430,Ba18 La10 Cl66
1431,La3 Ti4 O12
1432,La1 Mo6 Se8
1433,La6 In2 Pb8
1434,La2 Sn3 Pb3
1435,La2 Fe1 Si3
1436,K1 La1 O2
1437,La6 Mg2 Bi10
1438,La2 Ag1 Bi3
1439,La4 C4 Cl2
1440,La2 Ge4 Ir4
1441,La1 In1 Au2
1442,La1 Pr1 Mg2
1443,La3 U1 Al8
1444,La2 Ga5 Au3
1445,La3 Sn3 Ir3
1446,La2 Sn4 Pd2
1447,La11 Ni4 Ge6
1448,La11 Ni4 Ge6
1449,La12 Ru4 Br12
1450,La12 Au4 I12
1451,Cs8 La4 Br20
1452,K3 La1 Cl6
1453,La4 Co4 O10
1454,La8 Co8 O20
1455,La1 Ni2 Ge2
1456,Rb6 La2 N12
1457,La6 Ga8 Cl2
1458,La6 Si2 Pd10
1459,La1 Co1 Ni4
1460,La1 Mg14 Si1
1461,La1 Mg14 Si1
1462,La1 Co20 P60
1463,La8 Sn24 Ru8
1464,La1 Zn1 O3
1465,Cs12 La4 Br24
1466,Cs12 La4 Br24
1467,La2 Er6 S12
1468,Cs8 La4 Cl20
1469,La2 Th8 O19
1470,La2 Th8 O19
1471,La2 N6 O26
1472,La2 N6 O26
1473,La8 N24 O104
1474,Ca1 La1 Al4
1475,La1 Ce1 Co10
1476,La2 Ir1 Ru1
1477,La2 H6 O6
1478,La2 H6 O6
1479,La2 H6 O6
1480,La2 H6 O6
1481,La8 H24 O24
1482,La4 H12 O12
1483,La2 H6 O6
1484,La1 Zr1 O3
1485,La3 Nd3 Ni6
1486,La3 Al1 N1
1487,La2 In1 Ag1
1488,La1 Ge1 Os1
1489,La1 Sm1 Mg2
1490,La2 Al1 Ge3
1491,La2 S2 F1
1492,La2 Mg12 Nb2
1493,La2 Mg12 Nb2
1494,La1 Pt1 O3
1495,La3 Tl3 Pd3
1496,La8 Mo16 O60
1497,La24 Mo48 O180
1498,La2 Al2 Ge2
1499,La4 Ce2 Te8
1500,Li2 La1 In1
1501,La18 Sb10 O10
1502,La3 Sc1 Al8
1503,Sr1 La1 Ag2
1504,La3 Pb1 C1
1505,La1 Al1 Ni4
1506,La1 Al1 Ni4
1507,Ba12 La4 I36
1508,La10 Al6 Ni4
1509,La2 As1 I2
1510,La4 Hg2 O8
1511,La1 Sb5 O12
1512,Li1 La1 Zn2
1513,Ca2 La2 Mg12
1514,Ca2 La2 Mg12
1515,La2 C2 I2
1516,La2 Zn1 In1
1517,La2 Co2 Si4
1518,La4 Ga1 Si3
1519,La12 Ga6 Co22
1520,La2 Ga4 Pd4
1521,La1 In1 Pt4
1522,La1 Pm1 Mg2
1523,Na4 La4 O8
1524,Na2 La2 O4
1525,Na1 La1 O2
1526,La1 Pd3 C1
1527,La4 In2 Pd4
1528,La1 Nd1 C4
1529,La1 Nd1 C4
1530,La1 Fe1 Ge1
1531,Na2 La2 Mg12
1532,Na2 La2 Mg12
1533,La2 Ni2 Sb4
1534,La1 Be1 Al3
1535,La1 Ga2 Pt3
1536,La1 Sm1 Zn2
1537,La1 Ni1 As1
1538,La4 Ni4 As4
1539,La2 Re4 Si4
1540,La4 C4 O16
1541,La4 C4 O16
1542,La18 C18 O72
1543,Ba10 La6 I38
1544,La1 Tl1 Ag2
1545,La6 Sc2 Bi10
1546,La1 Ce1 Pd6
1547,La2 Mg1 Hg1
1548,La2 Mg12 Sn2
1549,La2 Mg12 Sn2
1550,La2 As4 Rh4
1551,La26 B8 O51
1552,La4 Ni3 Sn8
1553,La2 P2 Ir2
1554,La2 Ni24 B12
1555,La4 Os4 I2
1556,La1 Ce1 N2
1557,La16 Cd4 Pd4
1558,La5 B2 N6
1559,La1 Cu2 Ge2
1560,La1 In1 Cu2
1561,La2 Ge2 Pd2
1562,La1 Cu2 Ni3
1563,La8 W4 O24
1564,La8 W4 O24
1565,La8 W4 O24
1566,La16 W8 O48
1567,La16 W8 O48
1568,La12 W6 O36
1569,La16 W8 O48
1570,La2 W1 O6
1571,La12 In1 Co6
1572,La2 Co16 Si10
1573,La1 Gd1 Tl2
1574,La9 Mn9 O30
1575,La9 Mn9 O30
1576,La1 U3 C8
1577,La4 Ge10 Ir6
1578,La2 Mn2 N6
1579,La2 Mn2 N6
1580,La8 C12 O68
1581,Na2 La16 Se24
1582,La6 Zn2 Ni6
1583,La16 Cd4 Ru4
1584,La4 Sn10 Rh6
1585,La12 As4 I12
1586,La2 Ag2 Ge2
1587,La2 Pb2 Au2
1588,La10 Sb6 Br2
1589,La46 Mg8 Ni14
1590,La1 Pt3 C1
1591,La3 Ni2 O6
1592,La8 S12 O64
1593,Li2 La4 O7
1594,La4 Te8 O22
1595,La12 In4 S24
1596,La1 Y1 Mg14
1597,La1 Y1 Mg14
1598,La8 Ni8 O20
1599,La4 Ni4 O10
1600,La4 Ni4 O10
1601,La2 Ti1 Co16
1602,La4 Sc2 Si4
1603,La20 B16 N36
1604,Li2 La2 Bi4
1605,La6 Mg23 P1
1606,La3 Pd3 Pb3
1607,La4 N8 Cl20
1608,Li2 La1 Pb1
1609,La3 In1 C1
1610,La12 C6 O30
1611,La24 C12 O60
1612,La4 C2 O10
1613,La1 Ag2 Au1
1614,La4 Ga8 O18
1615,La2 Mg4 Pd2
1616,La6 B6 N12
1617,La2 Te1 O2
1618,La5 Tl1 Te8
1619,La1 Tm1 O2
1620,La3 Si7 Ni3
1621,La1 Eu1 Cd2
1622,Cs1 La1 S2
1623,La1 Lu1 Al4
1624,La3 Al4 Si6
1625,Li3 La1 P2
1626,La2 Zn4 Co2
1627,La2 Zn1 As4
1628,La2 Cd1 Hg1
1629,La2 Cd1 Hg1
1630,La2 Zr4 F22
1631,Na3 La5 Cl18
1632,La14 Mn15 O48
1633,La2 P1 Br2
1634,Cs2 La2 O4
1635,La2 B4 Os4
1636,La6 I26 O78
1637,La15 Mn16 O48
1638,La2 Cu5 Ni5
1639,La2 U3 O11
1640,La2 Sb4 Pd4
1641,La4 Re4 N12
1642,La2 Re2 N6
1643,La1 Re1 N3
1644,La2 Cu1 Ru1
1645,La1 Mg14 Sb1
1646,La1 Mg14 Sb1
1647,La6 Ni6 P17
1648,La1 Sb1 Au2
1649,La4 Ce1 Pd15
1650,La19 Ru8 O48
1651,La1 Fe1 Ni4
1652,La4 Si1 I5
1653,Rb12 La4 Br24
1654,Rb3 La1 Br6
1655,La6 Ni6 Bi8
1656,La1 Co12 B6
1657,La8 C10 Cl4
1658,La8 C10 Cl4
1659,La1 Cd1 Au2
1660,La2 Se2 F2
1661,K2 La4 O7
1662,La4 Ga4 Pt4
1663,La4 Mg8 H28
1664,La8 Mn7 O24
1665,La16 Mn14 O48
1666,La4 C2 I5
1667,La6 W1 O12
1668,La2 I2 O6
1669,La10 Sn6 I2
1670,La12 Te16 Br4
1671,La2 Co1 Sb4
1672,Ca1 La1 Zn2
1673,La16 Co12 O36
1674,La2 Cu4 O8
1675,La1 Ge2 Ru2
1676,La2 P6 O18
1677,La4 W4 O8
1678,La20 Si12 O54
1679,La2 S2 F2
1680,La1 Ni5 H6
1681,La1 Ni5 H6
1682,La1 Er1 Mg2
1683,La2 Cd4 Pd2
1684,La4 Ru6 O19
1685,La1 W1 N3
1686,La2 W2 N6
1687,La4 W4 N12
1688,La2 W2 N6
1689,La4 W4 N12
1690,La1 W1 N3
1691,La1 W1 N3
1692,La2 W2 N6
1693,La2 W2 N6
1694,La2 Al44 O68
1695,La1 Ga1 Au2
1696,La4 Cr4 Sb12
1697,La30 B28 C38
1698,La1 Be1 Os2
1699,La1 U1 N2
1700,La8 Cd8 O20
1701,La12 Tl2 Co26
1702,Sr2 La4 Se8
1703,La1 Sn6 Ru4
1704,La12 Au3 I13
1705,La8 Ag4 Se14
1706,La2 Sb1 I2
1707,La2 As2 Rh2
1708,La1 Si3 Rh1
1709,La2 Hg1 Pb1
1710,La2 B4 C4
1711,La2 B4 C4
1712,La1 Ga3 Cu1
1713,La10 Si8 O3
1714,La4 Se8 O36
1715,La10 Co2 Ge6
1716,La1 Sm1 B12
1717,La1 Sm1 B12
1718,La1 Al2 Zn2
1719,La1 Ge12 Pt4
1720,Li1 La2 Ir1
1721,Sr2 La2 I10
1722,Sr2 La2 I10
1723,Sr2 La2 I10
1724,Sr2 La2 I10
1725,La24 Mn22 O72
1726,La2 Co2 N6
1727,La2 Tl1 Cd1
1728,Sr1 La1 Zr2
1729,La6 Mn2 S10
1730,La1 U3 Al8
1731,La1 Ce3 B24
1732,La1 Ce3 B24
1733,La2 Ni18 Ge8
1734,La1 Co2 Ni3
1735,La4 Re2 O10
1736,Sr18 La10 Cl66
1737,Li3 La1 As2
1738,La12 Cu10 O31
1739,La1 Mg2 Sc1
1740,La4 Ni1 O8
1741,La1 Eu1 Pd6
1742,La1 Ce1 Al4
1743,La2 Si4 Pt4
1744,La1 Si2 Pt2
1745,La1 Si2 Pt2
1746,Sr1 La1 Au2
1747,La13 Mn14 O42
1748,La2 In4 Ni18
1749,La4 Al4 Ge2
1750,La12 Ru12 O44
1751,La3 Si4 Pd4
1752,La1 Lu1 In2
1753,La3 Sm9 O18
1754,Cs1 La1 Mg14
1755,Cs1 La1 Mg14
1756,La4 Au4 O12
1757,La2 Al1 In1
1758,La1 Cu1 Ni4
1759,La4 Bi2 O10
1760,Li1 La2 In1
1761,La1 Sm1 Ir2
1762,La2 Te4 Se2
1763,La5 P12 Ir19
1764,La6 Sb8 Au6
1765,La12 Ru4 O28
1766,La6 Ru2 O14
1767,La9 Ni5 O19
1768,La8 Si16 P48
1769,La2 Cd40 Ni4
1770,Ba10 La4 Cl32
1771,Li3 La1 Sb2
1772,La4 B16 O30
1773,La2 V2 N6
1774,La2 U1 O6
1775,La12 Ge8 Rh8
1776,Sr1 La1 Mg2
1777,La10 Co2 Pb6
1778,La2 Mg12 Cd2
1779,La2 Mg12 Cd2
1780,La46 Mg8 Pt14
1781,La18 Ga12 Ru12
1782,K1 La1 Au2
1783,La10 Sn6 Cl2
1784,La6 Sb10 O24
1785,La1 B2 Ru3
1786,La4 Lu4 O12
1787,La24 B16 N40
1788,La18 Ga10 Se42
1789,La1 Al2 Cu3
1790,La4 In2 Ge4
1791,La1 Co2 Ge2
1792,La4 Yb4 S12
1793,La12 Yb12 S36
1794,La4 Yb4 S12
1795,La2 Yb2 S6
1796,La2 Al8 Co2
1797,La8 Mg8 Rh8
1798,La1 W9 O28
1799,La4 Ge6 O18
1800,La1 Gd1 B12
1801,La1 Re1 B1
1802,La10 Cr2 Pb6
1803,La2 Tl2 O6
1804,La1 Cu1 Si1
1805,La2 Cu2 Si2
1806,La2 Cl6 O18
1807,La3 In3 Rh3
1808,La1 B2 Rh3
1809,La1 Pb1 Au2
1810,Na3 La3 F12
1811,La6 Ni4 O14
1812,La2 Ge2 Ir2
1813,La1 Ga3 Pt1
1814,La1 Y1 Co10
1815,La1 Y1 Co10
1816,Na1 La2 Se3
1817,La4 Cr2 O12
1818,La2 Cr1 O6
1819,La2 As2 O6
1820,La2 Ga7 Co1
1821,La1 In1 W1
1822,La4 Pd1 O7
1823,K8 La4 I20
1824,La2 Zn1 Ir1
1825,Cs6 La2 O6
1826,Cs12 La4 O12
1827,La4 Zn4 Pd4
1828,Na1 La1 Au2
1829,La1 Re2 W1
1830,La1 Mg14 C1
1831,La1 Mg14 C1
1832,La10 P2 Pb6
1833,La4 Re6 O19
1834,Sr12 La4 Cl36
1835,La6 Zr2 Sb10
1836,La2 C1 Cl1
1837,La30 Ge18 O2
1838,La2 Si4 Rh6
1839,La1 Si2 Rh3
1840,La2 Si2 Pt2
1841,La2 Si2 O5
1842,La2 N2 O12
1843,La2 Tl1 Zn1
1844,La2 Tl1 Ag1
1845,La2 Tl1 Ag1
1846,La2 Cu2 Ge4
1847,La5 Tl1 S8
1848,La4 Sb2 O12
1849,La24 C16 Br24
1850,La4 Se4 Cl4
1851,La1 Nd1 Ir2
1852,La1 Ge2 Ir3
1853,La2 Ni2 I1
1854,La4 Ni4 I2
1855,La8 P16 O52
1856,La8 P16 O52
1857,La4 P8 O26
1858,La4 P8 O26
1859,La2 Zn1 Cu1
1860,La4 V4 O12
1861,La1 V1 O3
1862,La2 In8 Ni2
1863,La12 Mn18 Al10
1864,La1 Mg2 Ag1
1865,La10 Cu2 Pb6
1866,La5 Cu19 P12
1867,La10 Os2 I15
1868,La4 Cr4 O12
1869,La2 Cr2 O6
1870,La1 Cr1 O3
1871,Sr2 La4 O8
1872,La6 B18 F72
1873,La2 Al40 Cr4
1874,La30 Fe2 Ge18
1875,La15 Ni8 O32
1876,La2 Si4 Ni18
1877,La2 B2 Pt8
1878,La12 Al10 Fe18
1879,La2 Sm2 I8
1880,La1 Au1 O2
1881,La2 Au2 O4
1882,Ba6 La4 Cl24
1883,Ba6 La4 Cl24
1884,Ba6 La4 Cl24
1885,Ba6 La4 Cl24
1886,La4 Ga4 Ni4
1887,La4 Ga4 Ni4
1888,La3 In3 Ni3
1889,La12 Ge5 S28
1890,Na1 La1 Ag2
1891,La2 Y18 Si16
1892,La2 Tc2 N6
1893,La4 Tc4 N12
1894,La2 Tc2 N6
1895,Li4 La4 Ge8
1896,La2 I2 O2
1897,La2 Zn6 Ge3
1898,La1 Y1 Ni10
1899,La3 In3 Pt3
1900,La1 Yb1 Cd2
1901,La8 N24 O72
1902,La4 Mg4 Si8
1903,La1 Mg8 Al4
1904,Li1 La2 Hg1
1905,La3 Sn3 Rh3
1906,Ca1 La1 Cd2
1907,La4 Cu5 Sb8
1908,La2 Zn1 Bi4
1909,La8 Zn8 Rh8
1910,La12 Ga20 O48
1911,La8 Pt8 O28
1912,La4 Pt4 O14
1913,La16 Ga8 O36
1914,La18 In3 Co28
1915,La2 Zn1 Hg1
1916,La2 Zn1 Hg1
1917,La2 Nb14 O38
1918,Sr2 La2 Cl10
1919,Sr2 La2 Cl10
1920,Sr2 La2 Cl10
1921,Sr8 La8 Cl40
1922,Sr8 La8 Cl40
1923,Sr4 La4 Cl20
1924,Sr2 La2 Cl10
1925,Sr4 La4 Cl20
1926,La4 N2 Cl6
1927,La1 B4 Rh7
1928,La3 Ni13 B2
1929,La1 Zn2 Cd1
1930,La4 Cu20 Sn4
1931,La10 As2 Pb6
1932,La1 Fe2 Ge2
1933,La1 Co2 As2
1934,La1 Si1 Ag1
1935,La3 In3 Au3
1936,La4 Ni3 O8
1937,La2 H2 O4
1938,La5 Mo4 O16
1939,La4 C2 Cl5
1940,La12 Si6 Ni4
1941,La1 Y1 Mg2
1942,La2 Br2 O4
1943,La2 Ru1 Au1
1944,La2 Ru1 Au1
1945,La4 Si10 Rh6
1946,La1 U2 O6
1947,Na1 La1 Se2
1948,Na1 La1 Se2
1949,La2 Ga5 Cu3
1950,La2 B2 O6
1951,La4 B4 O12
1952,Rb4 La4 F16
1953,La1 Nd1 Tl2
1954,La1 Mo6 S8
1955,La3 Hg3 Pd3
1956,La12 Cr4 S24
1957,La8 Al10 Br4
1958,La1 Sn1 Au2
1959,La4 Sb4 Ir4
1960,La1 Eu1 B12
1961,La1 Eu1 B12
1962,La10 Pb6 Se2
1963,La2 Mg12 Zr2
1964,La2 Mg12 Zr2
1965,La4 Mn3 Sb8
1966,La4 Mn3 Sb8
1967,La2 Mn17 C2
1968,La2 Ga5 Ni5
1969,La2 Ti12 O24
1970,La2 Ti12 O24
1971,La8 Al12 O30
1972,La8 Al12 O30
1973,La8 Al12 O30
1974,La1 Ho1 In2
1975,La8 Cr2 S14
1976,Ba12 La4 Cl36
1977,Ba12 La4 Cl36
1978,La7 Fe2 O16
1979,La4 P12 Au8
1980,La1 Th4 O10
1981,La2 Ir1 Rh1
1982,La26 B8 O52
1983,La4 I12 O38
1984,Ba1 La2 I8
1985,K3 La3 F12
1986,K4 La4 F16
1987,K1 La1 F4
1988,La16 Ru8 O42
1989,La11 In9 Ni4
1990,La1 Co2 Si2
1991,La8 In4 Si8
1992,La2 Cu2 O6
1993,La1 Cu1 O3
1994,Rb1 La1 S2
1995,La4 Sn4 Pt4
1996,La3 Sn3 Pt3
1997,La24 S24 Cl24
1998,La4 Al18 Ir6
1999,La1 Eu1 Ag2
2000,La4 Si4 Ir4
2001,La24 Br48 N8
2002,La1 B1 Pt3
2003,La24 Ni16 O55
2004,La1 Sm1 Tl2
2005,La4 As4 S4
2006,La4 Lu4 C12
2007,La12 S12 N4
2008,La3 Mg3 Ga3
2009,La8 Bi2 Pb4
2010,Cs4 La8 Br28
2011,Sr1 La5 F17
2012,La4 B2 N5
2013,La6 Mn2 O14
2014,La12 Mn4 O28
2015,La4 Y11 S22
2016,La8 Ni88 C12
2017,La12 Os4 I12
2018,La2 Mg12 Cu2
2019,La2 Mg12 Cu2
2020,La24 Co4 Cl44
2021,La2 Al1 Ni9
2022,La1 Fe4 P12
2023,La12 Pt4 I12
2024,La2 Pd1 Ru1
2025,La6 Rh8 Pb26
2026,La3 Dy1 C8
2027,La8 S8 O8
2028,La8 S8 O8
2029,La4 Mn8 O20
2030,La12 Si14 Br6
2031,La16 B40 O84
2032,La4 Al32 Fe8
2033,La5 Yb1 S8
2034,La8 Mg4 S16
2035,La16 Mg8 S32
2036,La8 Mg4 S16
2037,La8 Mg4 S16
2038,La8 Mg4 S16
2039,La4 Mg2 S8
2040,La4 Mg2 S8
2041,La2 Pd6 S8
2042,La4 Lu4 S12
2043,La2 Mg1 Tl1
2044,La4 Rh4 C8
2045,La8 Mn8 O22
2046,La2 As2 Ir2
2047,La2 Ge2 Pt2
2048,La2 Bi1 O2
2049,La4 Mg2 Si4
2050,La2 Hg1 Ir1
2051,La12 Sb4 O28
2052,La12 Sb4 O28
2053,Sr8 La4 Cl28
2054,Sr4 La2 Cl14
2055,Sr8 La4 Cl28
2056,Sr8 La4 Cl28
2057,Sr8 La4 Cl28
2058,La1 U1 S2
2059,La10 Zn1 Pb5
2060,La1 Yb1 Zn2
2061,La1 Tb1 C4
2062,La16 Mg8 Ni16
2063,La4 Mg2 Ni4
2064,La1 Ni3 Rh2
2065,La1 Ni3 Rh2
2066,La2 Ni1 Pt1
2067,La3 Cd3 Au3
2068,La3 Mg3 Cu3
2069,La6 Co8 Sn26
2070,La1 Y1 Cd2
2071,La6 Si6 Cl4
2072,Sr12 La4 I36
2073,La1 Rh3 C1
2074,La2 Tl2 Cd2
2075,La1 Zn2 Ag1
2076,La12 Ir4 Br12
2077,La1 Mg1 Nb2
2078,La8 Ni24 B8
2079,La8 Ni24 B8
2080,La2 Ni6 B2
2081,La2 Al7 Cu1
2082,La1 Gd1 C4
2083,La14 C6 I20
2084,La1 Bi5 O9
2085,La2 Ga10 Ni1
2086,La2 Th11 O26
2087,La2 Cd1 In1
2088,La2 Cd1 In1
2089,La1 Ga40 Mo8
2090,Li1 La1 Mg14
2091,Li1 La1 Mg14
2092,La12 Mo24 O60
2093,La8 Sb24 Pd8
2094,Ca1 La1 Rh2
2095,La3 Ag4 Sn4
2096,Ca1 La1 Mg2
2097,La2 Si4 Ni2
2098,La2 Al40 V4
2099,La1 Ti2 O6
2100,La1 Ti2 O6
2101,La3 B6 Ru8
2102,La1 Mg14 Sn1
2103,La1 Mg14 Sn1
2104,La4 Ga4 Pd8
2105,Ca2 La1 F7
2106,Sr1 La2 Cl8
2107,Sr2 La4 Cl16
2108,La1 Y1 Au2
2109,La4 Sn4 O14
2110,La24 Sn104 Rh32
2111,La6 Sn26 Rh8
2112,La2 Co1 Ir1
2113,La16 Ni8 O33
2114,Ba8 La4 Cl28
2115,Ba8 La4 Cl28
2116,Ba8 La4 Cl28
2117,Ba4 La2 Cl14
2118,Ba8 La4 Cl28
2119,La1 Ce1 F6
2120,La14 Zn45 Si1
2121,La2 Yb6 S12
2122,La2 Sn1 Hg1
2123,La2 Sn1 Hg1
2124,La1 Mg14 Ni1
2125,La1 Mg14 Ni1
2126,La28 C28 Cl18
2127,La1 Al1 Cu4
2128,La1 Al1 Cu4
2129,La2 Ge1 I2
2130,La2 Ge1 I2
2131,La1 Y1 Pb2
2132,La8 Mg6 Ag20
2133,La2 Zn1 Ru1
2134,La16 Zn12 O36
2135,La4 P4 Pt4
2136,La1 Mg14 Zr1
2137,La1 Mg14 Zr1
2138,La2 Al2 Si4
2139,La2 Ag2 Sb4
2140,La4 Dy4 O12
2141,La10 Si6 O26
2142,La1 Si2 Ru2
2143,Na10 La2 O8
2144,Na40 La8 O32
2145,Na40 La8 O32
2146,La1 N3 O6
2147,La2 In2 Pd4
2148,La4 P12 O56
2149,La4 In4 Ni20
2150,La4 Er6 Ge6
2151,La2 In3 Sn3
2152,La4 Ga24 Pd2
2153,La3 Cr2 N6
2154,La1 Ni1 C2
2155,La8 Se8 O4
2156,La8 Se8 O4
2157,La46 Cd8 Rh14
2158,La14 Mn16 O45
2159,La2 Pd4 O8
2160,La19 Mn19 O60
2161,La1 Ho1 Ru2
2162,La1 Yb1 Pd2
2163,La12 Si4 Br12
2164,La3 B3 Pt6
2165,La4 Pd4 Pb2
2166,La46 Cd8 Pt14
2167,La8 B24 H96
2168,La2 Fe2 Sb4
2169,La12 Ir4 I12
2170,La1 Yb1 Pt2
2171,La4 Ti3 O12
2172,La4 Ti3 O12
2173,La1 Ce1 Os4
2174,La4 Sc4 O12
2175,La1 Sc1 O3
2176,La1 Mg1 Au2
2177,La1 Mg1 Au2
2178,La1 In5 Ir1
2179,La3 In1 B1
2180,La1 Th1 N2
2181,La4 Ru4 O12
2182,La4 Al4 Pt4
2183,La2 Al4 Pd4
2184,La2 U1 As3
2185,La6 Ru2 I6
2186,La44 C44 Cl28
2187,La12 Se16 Cl4
2188,La2 In4 Rh2
2189,La1 In1 Ag2
2190,Ba6 La6 Cl30
2191,Ba4 La4 Cl20
2192,Ba2 La2 Cl10
2193,Ba4 La4 Cl20
2194,Ba8 La8 Cl40
2195,Ba8 La8 Cl40
2196,Ba8 La8 Cl40
2197,Ba2 La2 Cl10
2198,Ba4 La4 Cl20
2199,Ba4 La4 Cl20
2200,Ba8 La8 Cl40
2201,La1 Pr1 Tl2
2202,La2 Ag1 Ir1
2203,La1 Cd2 Ag1
2204,Ca1 La1 Ag2
2205,La2 Au1 O4
2206,La12 S18 O72
2207,La4 Se3 O4
2208,La16 Cd4 Pt4
2209,La16 Cu14 O38
2210,La16 Cu14 O38
2211,Na6 La2 N12
2212,La4 Mg2 I16
2213,La2 Ni5 B4
2214,La4 U8 S20
2215,La1 Fe4 As12
2216,La1 Ce1 Ni10
2217,La1 U1 Al4
2218,La12 B20 O48
2219,La2 Cu1 Ge1
2220,La1 Ge3 Ir1
2221,La4 Al18 Rh6
2222,La4 Mo4 O20
2223,La1 Zr9 O20
2224,La1 Zr9 O20
2225,La2 Co1 Si3
2226,La4 Al51 W7
2227,La1 Al2 Si2
2228,La2 Ce2 Si4
2229,La1 Bi1 Pd2
2230,La8 Er8 S24
2231,La12 Er12 S36
2232,La10 Sn20 Ir8
2233,La6 Mg23 Sb1
2234,La1 Ce1 Rh4
2235,La4 Co1 O8
2236,La8 Co2 O16
2237,La2 Cd1 Pb1
2238,La14 I6 O36
2239,La14 I6 O36
2240,Sr18 La10 I66
2241,La12 Lu4 Se24
2242,La2 Mg12 Mo2
2243,La2 Mg12 Mo2
2244,La4 Nb28 O48
2245,La2 In4 Pd2
2246,La1 Zn4 Ni1
2247,La4 Ni2 O8
2248,La4 Ni2 O8
2249,La8 Ni4 O16
2250,La2 Ni1 O4
2251,La4 B8 O18
2252,La1 Cu3 Ni2
2253,La2 Co5 Ni5
2254,La2 Fe4 Sb5
2255,La1 Cu1 O2
2256,La8 Se16 O48
2257,Ba12 La4 Br36
2258,La2 Co18 Si8
2259,La10 In6 Br2
2260,La4 Ni4 Sn4
2261,La8 P18 Rh16
2262,La4 Cd2 Pd4
2263,La1 U1 O4
2264,La1 U1 O4
2265,La18 Al10 Se42
2266,Ca1 La1 Hg2
2267,La8 Hf8 O28
2268,La4 Hf4 O14
2269,La4 Hf4 O14
2270,La16 Co12 O40
2271,La4 Co3 O10
